stop_id,stop_name,stop_lat,stop_lon
41045,Trento-Via Brigata Acqui, 46.065330, 11.128390
41047,Trento "Loc. Casteller", 46.025270, 11.132740
41048,Trento (Distretto), 46.052730, 11.129790
41049,Trento Casa Girelli, 46.048120, 11.131100
41052,Trento (Via M.Baldo), 46.057520, 11.117420
41053,Trento (Via Milano), 46.060780, 11.127550
41054,Trento (Man), 46.036730, 11.130330
41056,Trento  (Man), 46.037820, 11.130470
41057,Trento (Via Mattioli), 46.058860, 11.122190
41058,Trento (C.Tre Novembre), 46.062400, 11.123700
41059,Trento (Osp.  S.Chiara), 46.058140, 11.131190
41060,Trento (Osp.S.Chiara), 46.058140, 11.132910
41062,Trento (Ponte Cavaleggeri), 46.059340, 11.126280
41064,Trento (P.Zza Venezia), 46.067660, 11.126890
41065,Trento Viale Verona Big Cente, 46.045080, 11.130920
41068,Trento (Osp.S.Camillo), 46.065470, 11.131810
41069,Trento (V.Bz Soft Divani), 46.103250, 11.110500
41073,Trento-Via S.Severino Dif.127, 46.051010, 11.111580
41076,Trento (Piazza Venezia), 46.067660, 11.126930
41080,Trento (P.Za Vicenza), 46.062160, 11.132900
41082,Trento - Via Gazzoletti, 46.072190, 11.121460
41084,Trento (Viale Verona), 46.056520, 11.128440
41085,Trento (Via Zambra), 46.092350, 11.116440
41086,Trento-Via Zambra (Top Center), 46.091180, 11.117900
41088,Gardolo (Zona Ind.Le), 46.105300, 11.100590
41090,Gardolo  (Ss.12), 46.099340, 11.111890
41097,M. Campiglio, 46.230330, 10.827870
41098,Madonna Di C. (Loc.Fontanella), 46.208840, 10.820230
41099,Madonna Di C. (Fun. Pradalago), 46.234020, 10.826070
41100,Madonna Di C.(Loc.Fontanella), 46.208570, 10.819850
41101,Funivia  Groste', 46.236300, 10.835360
41102,Madonna Di C. (Hotel Betulla), 46.220860, 10.822440
41103,Madonna Di C. (Hotel Dahu), 46.234390, 10.823810
41104,Madonna Di C.  (H. Lorenzetti), 46.214120, 10.822350
41105,Madonna Di C. (Laghetto), 46.226000, 10.827850
41106,Funivia Groste', 46.236400, 10.835450
41107,M.Campiglio (Vv.Ff.), 46.224530, 10.825250
41108,Madonna Di C. (Biv. V.Nambino), 46.235450, 10.826420
41109,Campo Carlomagno, 46.243210, 10.840240
41110,Brione Case Itea, 45.879600, 10.859090
41111,Brione H.Orchidea, 45.884320, 10.862790
41112,Riva Del G. C.Comm. 2000, 45.896460, 10.851300
41113,Riva Del G. Via D.Chiesa, 45.888690, 10.846060
41114,Riva V.Rovereto Coop, 45.881820, 10.854320
41115,Riva Del G. C.Comm. 2000, 45.897750, 10.852420
41116,Rione Degasperi (Dir.Arco), 45.894820, 10.849450
41117,Rione Degasperi (Dir.Riva), 45.895370, 10.850050
41118,Riva V.Rovereto H.Brione, 45.880100, 10.856020
41119,Riva V.Rovereto H.Du Lac, 45.883040, 10.852630
41120,Riva V.Carducci H.Liberty, 45.885740, 10.846550
41121,Riva Del G.  (Autostaz.), 45.892270, 10.844880
41122,Riva Del G. Viale Martiri, 45.887590, 10.844040
41123,Riva V.Rovereto Vv.Ff., 45.883990, 10.851060
41124,Riva Del G. V.Le Dei Tigli 21, 45.892350, 10.842940
41125,Torchio, 46.090690, 11.197390
41156,Ville Di Giovo (Maso), 46.162200, 11.140570
41157,Palu' Di G. (C.Polisportivo), 46.159410, 11.143560
41185,Civezzano (Oxford), 46.092550, 11.179550
41189,Cogatti, 46.093500, 11.196410
41190,Bampi Bivio, 46.093740, 11.190620
41191,S.Agnese (Difr. Al Civ. 64), 46.106510, 11.186140
41192,S.Agnese, 46.106110, 11.183900
41193,Bosco (Loc. Canova), 46.113860, 11.175530
41194,Bosco - Maso Jobstraibizer, 46.113230, 11.179400
41195,Mazzanigo, 46.103780, 11.188910
41196,Penedallo (Difr. Al Civ. 1), 46.102860, 11.191730
41205,Albiano (S.Antonio), 46.148460, 11.187470
41216,Sveseri  Bivio, 46.207630, 11.327790
41220,Piazzo Di Segonzano, 46.182070, 11.252850
41221,Parlo, 46.180620, 11.251640
41278,Cadine, 46.088840, 11.064500
41279,Terlago - Centro Sportivo, 46.088950, 11.047670
41280,Terlago - Via Fies, 46.099070, 11.042550
41281,Terlago - Northolz, 46.099480, 11.031990
41282,Covelo Bivio, 46.098370, 11.022700
41283,Covelo (Via N.Poli), 46.096630, 11.018060
41284,M.Terlago (H. 2 Laghi), 46.112060, 11.046110
41285,Monte Terlago (Loc. Boccari), 46.107760, 11.033500
41286,Monte Terlago (Bivio), 46.108150, 11.035600
41287,Monte Terlago (Loc.Vallene), 46.109020, 11.042840
41288,M.Terlago (Inc. Via Paganella), 46.110750, 11.038250
41289,Vigolo Baselga (Pallonc.Rosso), 46.077620, 11.032460
41290,Vigolo Baselga (Ss45), 46.080830, 11.043560
41291,Vezzano(Bivio V.Cavedine), 46.071550, 10.994700
41292,Vezzano - Scuole Medie, 46.079840, 11.001150
41293,Vezzano (Apt), 46.075540, 10.996330
41294,Vezzano Bivio Sud, 46.076060, 10.996880
41295,Lon (Ris. Fior Di Roccia), 46.084840, 10.991590
41296,Lon ., 46.084180, 10.992660
41297,Ciago (Sp. 18 Civ.1), 46.089150, 11.007990
41298,Ciago (Sp. 18), 46.089230, 11.004830
41299,Margone Bivio, 46.068010, 10.973800
41300,Calavino (Via Battisti), 46.041410, 10.982340
41301,Lasino (Pizzeria 4 Stagioni), 46.024850, 10.981210
41302,Stravino (Loc.Berlonga), 46.007740, 10.981160
41303,Cavedine (Loc.Mai), 45.984120, 10.977880
41304,Cavedine (Telsar Spa), 45.997590, 10.977430
41305,Vigo Cavedine Bivio, 45.978080, 10.977690
41306,Vigo Cavedine Bivio, 45.978100, 10.977680
41307,Vigo Cavedine (Sp84), 45.977980, 10.976690
41308,V.Cavedine (V.Capitello), 45.981490, 10.977900
41310,Luch (Bivio Con Via Del Ponte), 45.969270, 10.968590
41311,Lavini Di Dro, 45.972750, 10.934360
41312,Padergnone (Loc.Barbazan), 46.060040, 10.990520
41313,Padergnone (Case Enel), 46.058800, 10.982870
41314,Padergnone, 46.061970, 10.989450
41315,Padergnone (Sulla Sp), 46.063500, 10.993230
41316,Sarche (Bar Miravalle), 46.044440, 10.944790
41317,Sarche (Maso Caffaro), 46.046060, 10.945200
41318,Sarche (Centro Comm.), 46.046430, 10.952090
41319,Dro (Al Lago), 45.982580, 10.925050
41320,Dro (Carabinieri), 45.958500, 10.906510
41321,Dro (Ss.45 - Hotel Eden), 45.970050, 10.923450
41322,Dro Itea, 45.962440, 10.915960
41323,Ceniga Bivio Sud, 45.946590, 10.902940
41324,Daino, 46.023290, 10.943750
41325,Pietramurata - Carr.Toccoli, 46.027940, 10.945680
41326,Varignano V.Grazie/Veneto, 45.916240, 10.858890
41327,Vigne Cimitero, 45.919390, 10.863090
41328,Varone Via Ballino 14, 45.904350, 10.842040
41329,Varone Cascata, 45.911910, 10.837190
41330,Varone Cascata, 45.911910, 10.837190
41331,Varone Sc.Alberghiera, 45.901550, 10.844300
41332,Varone Via Venezia/Sega, 45.908150, 10.845070
41333,Varone Sc.Alberghiera, 45.901550, 10.844300
41334,Varone Via Venezia/Ferrari, 45.908600, 10.842260
41335,Marocche-Pescicoltura, 46.002230, 10.926640
41336,Comano Terme, 46.041130, 10.882850
41337,Ponte Arche (Bel Sit), 46.036120, 10.864620
41338,Ponte Arche (Bel Sit), 46.036200, 10.864700
41339,Ponte   Ragoli, 46.050470, 10.785330
41340,Ponte Ragoli  Sp34, 46.050600, 10.785140
41341,Ponte  Ragoli, 46.050250, 10.786760
41342,Ragoli (Pez), 46.050920, 10.780040
41343,Ragoli (Pez), 46.051060, 10.781290
41344,Ragoli, 46.050900, 10.775270
41345,Preore (Loc.Signor), 46.044610, 10.752400
41346,Preore (Loc. Signor), 46.044900, 10.752900
41347,Ponte Preore, 46.041700, 10.750280
41348,Ss. 237-Morace Antichita', 46.041380, 10.751570
41349,Ss. 237-Morace Antichita', 46.041380, 10.751570
41350,Saone, 46.042570, 10.766900
41351,Zuclo Bivio (Segheria Tonello), 46.038730, 10.744280
41352,Zuclo Bivio (Segh. Tonello), 46.038730, 10.744280
41355,Tione (Bar Arno'), 46.034850, 10.732460
41356,Tione (Bar Arno'), 46.034240, 10.733240
41357,Tione (Via Circonvallaz.), 46.040210, 10.727460
41358,Tione (Via Circonvallaz.), 46.040000, 10.727510
41359,Tione - Istituto, 46.034800, 10.728750
41360,Verdesina  Bivio, 46.056750, 10.716630
41361,Iavre' (Artigianato), 46.070690, 10.713770
41362,Iavre', 46.068830, 10.711450
41363,Dare', 46.075860, 10.717520
41364,Vigo Rend. (Biv.Val S.V)R, 46.082350, 10.722310
41365,Vigo Rendena (Biv.Val S.Val.), 46.082020, 10.722130
41366,Vigo Rendena, 46.078890, 10.719140
41367,Pelugo (Artigianato), 46.088060, 10.725450
41368,Pelugo (Artigianato), 46.088060, 10.725450
41369,Borzago, 46.098870, 10.734780
41370,Spiazzo Rend. (Concess.Cozzio), 46.110600, 10.747620
41371,Spiazzo Rend. (Conc.Cozzio), 46.110600, 10.747620
41372,Spiazzo Rendena, 46.102570, 10.736810
41373,Mortaso, 46.106760, 10.739850
41374,Strembo (Bivio Bocenago), 46.118170, 10.752820
41375,Strembo (Bivio Bocenago), 46.118170, 10.752820
41376,Caderzone (Off. Alfa Romeo), 46.131770, 10.764290
41377,Caderzone Bivio Con Via Pozze, 46.124750, 10.754280
41378,Pinzolo (Funivie), 46.163460, 10.765380
41379,Pinzolo (Funivie), 46.163240, 10.765400
41380,Pinzolo (Htl Val Genova), 46.153480, 10.766240
41381,Pinzolo (Hotel Val Genova), 46.153680, 10.766160
41382,Pinzolo, 46.157180, 10.764390
41383,Carisolo (Pinemonte Basso), 46.188000, 10.772350
41384,Carisolo, 46.169080, 10.763880
41385,S.Antonio Di M.(Camping Fae'), 46.185850, 10.779160
41386,S.Antonio Di M.(Camping Fae'), 46.185640, 10.778440
41387,S.Antonio Di M.(Mumble Frate'), 46.200580, 10.804000
41388,S.Antonio Di Mav. Maso Mistrin, 46.193500, 10.792860
41389,S.Antonio Di M.(Mumble Fratè), 46.200480, 10.803650
41390,S.Antonio Di M.(Biv.V.Nambr.), 46.188240, 10.778140
41391,S.Antonio Di M. (Palu'), 46.197360, 10.797090
41392,S.Antonio Di Mav.(Loc. Pozze), 46.183780, 10.776990
41393,S.Antonio Di M.(Rio V.Rastrel), 46.195330, 10.795740
41394,S.Antonio Di Mavignola, 46.191250, 10.788600
41395,S.Antonio Di M. (Rio Fornas), 46.193890, 10.795940
41396,S.Antonio Di M. (Biv.V.Nambr.), 46.188170, 10.777510
41397,S.Antonio Di M.(Vigili Fuoco), 46.189840, 10.784550
41398,S.Antonio Di M. (Vigili Fuoco), 46.190100, 10.785430
41399,Montevideo, 46.080360, 11.098510
41402,Sardagna (Tornante Sp 85), 46.071400, 11.086970
41403,Candriai (Bar Erika), 46.063060, 11.082250
41404,Candriai (Sp 85 Km. 9.4), 46.062220, 11.079680
41405,Candriai, 46.066020, 11.084450
41406,Vaneze (Bivio Pra' Della Fava), 46.056950, 11.076330
41407,Vaneze - Sp 85 Civ. 20, 46.052100, 11.073290
41408,Vaneze (Baita Montesel), 46.045830, 11.065170
41409,Vaneze (Baita Montesel), 46.046310, 11.065030
41410,Vaneze (Sp.85), 46.051390, 11.069370
41411,Vaneze (Ex Snack Bar), 46.044370, 11.060820
41412,Rocce Rosse, 46.031900, 11.045690
41413,Vason, 46.039080, 11.057680
41414,Vason - Sp85, 46.042730, 11.061760
41415,Mattarello (Via Nazionale), 46.012390, 11.130550
41416,Mattarello (Ss. 12), 46.010320, 11.128940
41417,Mattarello (Loc.Ronchi), 46.017250, 11.132480
41418,Mattarello, 46.005240, 11.126620
41419,Mattarello (St.Vestimenta), 45.999980, 11.126540
41420,Acquaviva (Pizzeria), 45.980660, 11.116440
41421,Besenello (Ferm. Nord), 45.945950, 11.106150
41422,Besenello (Ferm. Nord), 45.946000, 11.106010
41423,Besenello (Posta Vecchia), 45.951280, 11.108350
41424,Besenello, 45.941780, 11.109980
41425,Besenello (Ferm. Sud), 45.936930, 11.110410
41426,Calliano (Grafiche Manfrini), 45.928820, 11.093160
41427,Calliano, 45.934000, 11.095980
41428,Volano, 45.917730, 11.063570
41429,S.Ilario Via Lagarina, 45.910300, 11.039870
41430,S.Ilario, 45.908360, 11.040780
41431,Ss.12 S.Ilario/Via Stroperi, 45.913210, 11.044670
41432,Rovereto C.Bettini -Bar Teatro, 45.893560, 11.043610
41433,Rov. (C.Rosmini Pt), 45.891060, 11.041260
41434,Rovereto (Staz.F.S.), 45.890230, 11.034010
41435,Rovereto (Staz.F.S.), 45.890310, 11.033840
41436,Rovereto (Difr.Rist.Cristina), 45.883370, 11.032370
41437,Rovereto - Via Barattieri, 45.896480, 11.040680
41438,Rov. (C. Rosmini-Monu.), 45.890830, 11.043020
41439,Rovereto (Rist.Cristina), 45.883370, 11.032370
41440,Rovereto (V.Le Trento), 45.900140, 11.041980
41441,Rovereto (V.Le Trento), 45.900340, 11.042110
41442,Rovereto (Aut.-V.Paoli), 45.891130, 11.039900
41443,Villa Lagarina (Carabinieri), 45.916290, 11.034050
41444,Villa Lagarina (Via Magre'), 45.917590, 11.033510
41445,Pomarolo (Via Del Pionte), 45.925160, 11.048050
41446,Pomarolo (Via Rovereto), 45.923510, 11.041600
41447,Pomarolo (Chiesa), 45.926390, 11.045600
41448,Nomi (Casa Di Riposo), 45.927970, 11.076140
41449,Lizzanella (Bar Verona), 45.872680, 11.024260
41450,Lizzanella (Bar Verona), 45.872760, 11.024330
41451,Lizzanella, 45.874350, 11.031750
41454,Mori (Difr.Discoteca Fanum), 45.855020, 10.946800
41455,Mori (Bar  Centrale), 45.851600, 10.978970
41456,Mori (Bivio Sud), 45.853350, 10.967970
41457,Ravazzone Di Mori, 45.858700, 10.990640
41458,Molina Di Mori, 45.855090, 10.985450
41459,Loppio, 45.855480, 10.930100
41460,Nago, 45.878290, 10.890530
41461,Linfano Bivio, 45.875570, 10.871490
41462,Riva Del G. S.Nazzaro, 45.899770, 10.855650
41463,Riva Del G. S.Nazzaro, 45.899080, 10.854450
41464,S.Tomaso (Direz.Riva), 45.902890, 10.861100
41465,Arco S.Caterina Eurospar, 45.904650, 10.863880
41466,Arco S.Caterina Eurospar, 45.904780, 10.864210
41467,Arco Bivio Sp 36 Grazie, 45.906470, 10.866320
41468,Arco Bivio Sp 36 Grazie, 45.906960, 10.867130
41469,Arco Via Capitelli, 45.919100, 10.880270
41470,Arco Via C. Battisti, 45.918490, 10.882400
41471,Arco S.Caterina Poli Reg., 45.909910, 10.870970
41472,Arco S.Caterina Poli Reg., 45.909490, 10.870490
41473,Arco Via Frumento, 45.916290, 10.876880
41474,Arco Piazza Italia, 45.919550, 10.891320
41475,Arco Via Mantova 21, 45.912900, 10.882700
41476,Arco Via Mantova 1, 45.909890, 10.879490
41477,Arco Viale Rovereto, 45.912990, 10.897330
41478,Arco Moletta, 45.931010, 10.896170
41479,Arco Ospedale, 45.918820, 10.875960
41480,Arco Ospedale, 45.918790, 10.876010
41481,Arco (Autostaz.), 45.916390, 10.882610
41482,Arco (Svizzera), 45.921140, 10.891370
41483,Arco Svizzera, 45.921450, 10.891600
41484,Arco Via Marconi, 45.917790, 10.885150
41485,Arco Via Mantova Poste, 45.916050, 10.884840
41486,S.Giorgio, 45.898570, 10.867390
41487,S.Giorgio Zona Artigianale, 45.904900, 10.874910
41488,S.Giorgio La Grotta, 45.893700, 10.860850
41489,S.Giorgio Incr.V.Sabbioni, 45.900700, 10.870360
41490,S.Giorgio Incr.Circonvall., 45.908100, 10.877790
41491,Bolognano Via Asilo, 45.914040, 10.902180
41492,Bolognano Bivio, 45.910890, 10.900300
41493,S.Alessandro, 45.888300, 10.861440
41494,S.Alessandro Cartiera, 45.887050, 10.855440
41495,S.Alessandro Via Rovigo, 45.886940, 10.858200
41496,Arco Via S.Caterina, 45.912240, 10.875200
41497,Arco Via S.Caterina, 45.912500, 10.875490
41498,Massone Inc.Via Gazzoletti, 45.916840, 10.901270
41499,Massone, 45.924000, 10.898290
41500,S.Martino Di Arco, 45.924450, 10.894760
41501,Mori (Stazione F.S.), 45.861890, 11.000670
41502,Ravina Bivio, 46.037500, 11.114090
41503,Ravina (Via Del Ponte), 46.043340, 11.112280
41504,Romagnano (Cava Lonardi), 46.007820, 11.107900
41505,Romagnano Bivio, 46.016020, 11.107790
41506,Romagnano (Sp 131 Km 2), 46.009340, 11.119320
41507,Romagnano (Sp131 Km 1), 46.012400, 11.106710
41508,Aldeno (Cimitero), 45.982510, 11.092470
41509,Aldeno (Loc. Dossi), 45.973200, 11.085150
41511,Aldeno (Loc. Ciausa), 45.975680, 11.083520
41512,Aldeno - Maso Canova, 45.964200, 11.092580
41513,Aldeno (Maso Toricella), 45.991290, 11.097800
41514,Aldeno (Sp 90 Km 20), 46.002030, 11.104920
41515,Cimone (Loc. Battistoni), 45.977940, 11.064830
41516,Cimone - Bivio Pietra, 45.981100, 11.068550
41517,Covelo (Fam Cooperativa), 45.978450, 11.067750
41518,Covelo (Sp 25 Km 2.3), 45.975490, 11.079640
41519,Gazi, 45.983580, 11.075220
41520,Garniga (Piazza Lago), 46.004790, 11.085830
41521,Garniga, 45.990040, 11.083470
41522,Garniga Vecchia(Km 11.6 Sp 25), 46.012350, 11.078780
41523,S.Rocco (Maso), 46.026290, 11.145970
41524,Pianizza Ii, 46.012180, 11.147840
41525,Valsorda Ii, 46.006300, 11.163580
41526,V.Vattaro (Stab.Chindet), 45.999020, 11.205410
41527,V.Vattaro (Difr.Civ.10b), 46.005890, 11.190830
41528,V.Vattaro (Civ.1), 46.006500, 11.170390
41529,Bosentino (Loc.Mandola), 46.000550, 11.216050
41530,Bosentino (Loc.Mandola), 46.000550, 11.216050
41531,Vattaro (Civ.80), 45.990010, 11.218960
41532,Vattaro (Maso Fosina), 45.997030, 11.211750
41533,Centa (Bivio M.Cioli), 45.963360, 11.220880
41534,Ss.349 Al Km. 15, 45.989030, 11.222340
41535,Nosellari (Alb. Al Bivio), 45.931370, 11.244880
41536,Nosellari (Alb. Al Bivio), 45.931460, 11.244810
41537,Dazio, 45.928440, 11.256420
41538,Pra Di Sopra, 45.930920, 11.250600
41539,Nosellari, 45.929630, 11.249450
41540,Lavarone (Hotel Du Lac), 45.937750, 11.255210
41541,Lavarone C.(Ht. Monte Rust), 45.943980, 11.248550
41542,Masetti Bivio, 45.954240, 11.294430
41543,Luserna (Sp.9), 45.924880, 11.317910
41546,Madrano (Alb.Madrano), 46.085640, 11.215120
41547,Madrano (Belvedere), 46.084650, 11.210370
41548,Madrano (Via Della Vizza), 46.091330, 11.212170
41549,Baselga Di Pine' (Monum.), 46.130940, 11.246430
41550,Baselga Di Pine'- Sc.Medie, 46.128320, 11.244220
41551,Baselga P. (Municipio), 46.130000, 11.243830
41552,Ferrari (Hotel Scoiattolo), 46.111800, 11.234180
41553,Sternigo Lago Civ. 57, 46.142000, 11.257730
41554,Miola (Bivio Ferrari/Miola), 46.124910, 11.243130
41555,Miola, 46.126760, 11.246500
41556,Faida  (Rauta), 46.112830, 11.253830
41557,Montagnaga "Villa Alpina", 46.101480, 11.236250
41558,Campolongo, 46.149590, 11.269100
41559,Piazze Bivio, 46.155580, 11.278550
41560,Piazze Di Bedollo, 46.155850, 11.287320
41561,Regnana Biv. (Dopo A.Costalta), 46.159970, 11.300160
41562,Regnana  (Via Redebus 9), 46.156240, 11.308960
41563,Regnana Via Dei Tamagi, 46.158130, 11.303470
41564,Bedollo Bivio, 46.170010, 11.312430
41565,Bedollo, 46.164970, 11.301510
41566,Bedollo Scuole Elementari, 46.164390, 11.300030
41567,Bedollo Villaggio, 46.172900, 11.317030
41568,Brusago (Civ. 4), 46.186560, 11.329580
41569,Brusago (Maso Gabart), 46.194260, 11.327770
41570,Brusago (Via Verdi), 46.175760, 11.321430
41571,Sette Fontane Bivio, 46.199000, 11.327720
41572,Montesover  (Carrozzeria), 46.215280, 11.328090
41573,Montesover  (Strada Vernera), 46.218150, 11.326630
41574,Montesover (Tornante), 46.219120, 11.325810
41575,Montesover (Str Vernera 17), 46.217380, 11.324130
41578,Pergine V. Dopo (Bivio Susa'), 46.053410, 11.235230
41579,Pergine Bivio Via Industria, 46.069420, 11.237750
41582,Pergine Vals. - Bar Valsugana, 46.063000, 11.233860
41584,Pergine V.-V.Petrarca/Garbari, 46.066450, 11.232250
41585,Pergine(V.Regensburger), 46.064420, 11.242010
41587,Pergine(V.Regensb/Bellini), 46.067870, 11.239680
41588,Pergine V. - Scuole Andreatta, 46.068630, 11.245410
41589,Pergine V. - Sc.Milani, 46.064970, 11.238470
41590,Pergine - Sc.Rodari, 46.062710, 11.241600
41591,Pergine (Distr.Tamoil), 46.065160, 11.247420
41592,Pergine (Via Baratieri), 46.063930, 11.242760
41594,Pergine Vals.(V.Rosmini), 46.060930, 11.232450
41595,Zivignago (Cons.S.Orsola), 46.070140, 11.257150
41596,Zivignago (Paese), 46.066720, 11.255110
41597,Zivignago (Al Ponte), 46.072240, 11.261130
41598,Canezza (Bivio), 46.076770, 11.275850
41599,Canezza (Maso Drazeri), 46.084550, 11.277660
41600,Canezza (Loc. Molini), 46.076810, 11.282730
41601,Canezza (Loc. Pinterhof), 46.078860, 11.283440
41602,Canezza (Rist. Al Sole), 46.080140, 11.275930
41603,Canezza (Rist. Al Sole), 46.080100, 11.275660
41604,Canezza (Maso Staifer), 46.075890, 11.268690
41606,Viarago (Bivio), 46.086370, 11.277770
41607,Viarago (Via Montegian), 46.079270, 11.259860
41608,Viarago (Via Delle Miniere), 46.081990, 11.268830
41609,Viarago (Via Vinciguerra), 46.080580, 11.264610
41610,Mala (Loc.Agnoletti), 46.088670, 11.279780
41611,Marcheli (Bivio Borti E Cont), 46.117540, 11.310050
41612,S.Orsola (Loc.Bertoldi), 46.102560, 11.298230
41613,S.Orsola (Loc. Doss Martin), 46.114660, 11.307590
41614,S.Orsola (Loc.Donadi), 46.111660, 11.306180
41615,S.Orsola (Loc.Mantovani), 46.095730, 11.289200
41616,S.Orsola, 46.107820, 11.301980
41617,Fontanari (Maso Marcheli), 46.119420, 11.313220
41618,Battisti, 46.131130, 11.361690
41619,Palu' Del F. - Redebus, 46.130230, 11.340900
41620,Palu' Del F. (Hotel Lagorai), 46.129490, 11.348860
41621,Palu'Del F. (Loc. Sigismon.), 46.129790, 11.344480
41622,Palu' Del F.(Loc.Tolar Civ 69), 46.130600, 11.357950
41623,Vigalzano (Via Dei Sgualdi), 46.079770, 11.226820
41624,Canzolino (Bivio Buss), 46.084540, 11.230750
41625,Canzolino (Hotel Miralago), 46.082610, 11.230430
41626,Canzolino (Scuole), 46.083810, 11.219070
41627,Canzolino (Via Pianezze), 46.081850, 11.222550
41628,Roncogno-(Maso Roat), 46.067430, 11.209960
41629,Frassilongo (Maso Molinari), 46.084990, 11.291530
41630,Frassilongo (Maso Doss Hecchi), 46.092470, 11.302700
41631,Frassilongo (Maso Pizzi), 46.084000, 11.290360
41632,Frassilongo (Maso Puech), 46.094050, 11.304190
41633,Fierozzo (Loc. Gaigheri), 46.096600, 11.311670
41634,S.Francesco (Maso Prigheli), 46.105420, 11.314590
41635,Hacleri (Sp 135 Al Km. 9.9), 46.116160, 11.333300
41636,Hacleri (Sp 135 Km. 8.8), 46.113450, 11.324580
41637,S.Cristoforo(Bivio Darsena), 46.039880, 11.239800
41638,S.Cristoforo (Ht.Meridiana), 46.039500, 11.242420
41641,Ischia (Alle Terrazze), 46.014070, 11.260410
41642,Albere' (Maso Roveri), 46.031790, 11.251210
41643,Tenna (Bivio Pontara Serafini), 46.023280, 11.261970
41644,Tenna (Sp 16 Al Km 4), 46.017100, 11.266250
41654,Brenta Bivio, 46.005560, 11.272270
41655,Levico T.-Istituto Comprensivo, 46.009350, 11.303020
41660,Levico T.-Ex Scuole Medie, 46.009360, 11.305490
41661,Levico T.-Via Roma. 61, 46.013570, 11.300690
41662,Zechinati, 46.000880, 11.329770
41663,Maso Colpi Bivio, 45.995450, 11.319310
41664,Maso Colpi (Bivio/Via Tiglio), 45.997650, 11.318190
41665,S.Giuliana - Via Delle Fonti 2, 45.989470, 11.311510
41666,S.Giuliana (Civ.41), 45.993080, 11.311880
41667,Lochere Bivio Quaere, 45.991180, 11.300200
41668,Borgo Vals.(Ospedale), 46.056430, 11.464230
41669,Borgo Vals. (Valli), 46.055470, 11.469810
41670,Spera - Capolinea., 46.075020, 11.506850
41671,Carzano (Zanzibar), 46.060180, 11.490300
41672,Castelnuovo (Malerba), 46.053790, 11.481140
41673,Scurelle (Strettoia-Cartiera), 46.069060, 11.498180
41674,Scurelle (Via 15 Agosto), 46.062950, 11.514480
41675,Strigno - Via Roma, 46.063320, 11.523660
41676,Strigno (Loc. Colle), 46.067480, 11.515860
41677,Strigno (Loc.Colle), 46.067450, 11.516050
41678,Strigno (Bivio Ivano Fracena), 46.061550, 11.523750
41703,Zambana - Statale 12, 46.151450, 11.100780
41754,Ischia (Alle Terrazze), 46.012650, 11.261710
41765,Visintainer Bivio, 46.032720, 11.267280
41767,Levico Terme(Sp.228), 46.016470, 11.330900
41768,Levico Terme (Cimitero), 46.008840, 11.316250
41769,Levico T. (Alb.Miralago), 46.016030, 11.291750
41775,Levico T. (Inc.Via Delle Alte), 46.017550, 11.341830
41776,Novaledo (Via Roati), 46.027390, 11.374050
41777,Marter (Loc.Angeli), 46.030550, 11.388350
41778,Roncegno Chiesa, 46.049700, 11.406660
41779,Roncegno (Centro Polisportivo), 46.048990, 11.421450
41780,Roncegno (Via Ciocca), 46.044650, 11.406860
41781,Borgo Vals. (Sp.40), 46.051470, 11.456460
41782,Borgo Vals. (Staz. Fs), 46.051430, 11.454400
41783,Borgo Vals. (Case Itea), 46.058750, 11.469240
41786,Olle (Trattoria Alla Croce), 46.041570, 11.460230
41788,Stauda, 46.063760, 11.429660
41789,Ronchi (Loc. Marchi), 46.066800, 11.432570
41792,Agnedo (Incrocio), 46.050990, 11.525000
41793,Agnedo (Via Per Ospedaletto), 46.048270, 11.531290
41794,Agnedo (Via X Ospedaletto 8), 46.046820, 11.542270
41795,Ospedaletto (Ss/F.S.), 46.041580, 11.548670
41796,Ospedaletto (Loc. Barricata), 46.036340, 11.561020
41798,Ospedaletto (Via Pradenella), 46.033860, 11.573050
41799,Grigno (Segheria), 46.015210, 11.636680
41800,Tezze (Via M.Vecchio 16), 45.993780, 11.670250
41802,Telve (Panorama), 46.070370, 11.483080
41803,Telve (Via S.Giustina), 46.072880, 11.484720
41804,Telve (Salti), 46.073950, 11.480750
41805,Torcegno (Segheria), 46.074760, 11.451050
41806,Torcegno - Maso Mocchi, 46.073750, 11.444550
41807,Villa (Solo  Dir. Strigno Fs), 46.056880, 11.519580
41814,Tomaselli (Bivio Latini), 46.071140, 11.536700
41815,Bieno (Via Lusumina), 46.084120, 11.550560
41816,Bieno (Via Bettega), 46.075310, 11.540800
41817,Bieno (Via Roma), 46.081270, 11.558970
41818,Pradellano (Al Lago), 46.076070, 11.588440
41819,Cinte Tesino Bivio, 46.067440, 11.607520
41820,Cinte Tesino Bivio, 46.066520, 11.607610
41821,Pieve Tesino (Passo Forcella), 46.070950, 11.592240
41822,Pieve Tesino (Case Itea), 46.068550, 11.605510
41823,Cinte Tesino (Stab.Bailo), 46.063220, 11.609760
41824,Castello T. (Ip), 46.068590, 11.625930
41825,Castello T. (Via Battisti 36), 46.064400, 11.628860
41826,Castello T. (Loc. Al Ponte), 46.070750, 11.622020
41827,Pieve T. Vigili Del Fuoco, 46.066530, 11.615630
42592,Strigno (Stazione Fs)., 46.051460, 11.514720
42653,Riva Via D.Chiesa            S, 45.888570, 10.846160
