route_id,service_id,trip_id,trip_short_name,direction_id,departure_time,variante_id,variante_name,variante_short_name
79,305,15514_20130329_305_750,B301750003,1,07.20.00,1805,Rovereto F.S. - Trento,30118
14,305,57597_20130329_305_611,B503700304,0,13.25.00,188,Fiera - Lausen - Prade,5061404
229,305,15635_20130329_305_2225,B205930004,0,20.20.00,18467,Vestone-M.Campiglio,2153307
151,305,34106_20130329_305_314,B602590002,1,13.43.00,4381,Portolo - Tuenno - Cles,62302
220,305,27817_20130329_305_474,B400980002,0,17.05.00,10880,Pergine - Madrano,46103
100,305,30269_20130329_305_274,B607610002,1,08.00.00,14736,M.Corona S.Med - S.Michel,6115012
146,305,42865_20130329_305_274,B6051001,0,06.50.00,9166,Mezzolombardo -Toss,6150302
83,308,14753_20130329_308_870,B200190103,1,13.50.00,1505,Ponte Arche - Riva,21104
100,308,30277_20130329_308_332,B603990105,1,06.48.00,8808,Mezzolombardo - Trento,6114203
101,308,30163_20130329_308_332,B603990010,1,06.05.00,15274,Cles - Denno - Trento,6204604
100,308,30283_20130329_308_319,B602290111,1,07.13.00,18326,Cles - Denno - Trento,6113304
101,308,30186_20130329_308_319,B602290011,1,06.30.00,18329,Cles - Denno - Trento,6202604
149,308,2496_20130329_308_288,B602230004,1,10.43.00,4110,Campodenno-M.lombardo,6203601
144,308,52238_20130329_308_288,B105630002,1,07.01.00,9157,Roverè d.L.-M.corona fs,1070802
100,308,30434_20130329_308_276,B600770107,1,07.05.00,22608,Santel - Fai - Trento,6112208
79,308,15515_20130329_308_776,B301730003,1,07.05.00,1805,Rovereto F.S. - Trento,30118
125,308,10919_20130329_308_776,B3021502,1,05.59.00,2526,Masi d’Avio - Rovereto,3350211
118,308,5708_20130329_308_770,B300760007,0,10.30.00,8995,Rovereto - Ronzo Chienis,3102203
221,308,42592_20130329_308_465,B4062601,1,15.05.00,11798,Canezza-Serso-Pergine,4620812
20,308,44707_20130329_308_461,B101530002,1,07.05.00,3404,Civezzano - Trento,1032201
3,308,30722_20130329_308_568,B401240007,0,07.00.00,22602,Trento - Caldonazzo - Bor,4010710
78,308,15912_20130329_308_2261,B201680106,0,19.30.00,6470,Trento - Vigo Cavedine,2040309
3,308,9674_20130329_308_401,B401550006,1,13.50.00,5248,Levico - Trento,4012905
207,308,5442_20130329_308_401,B801140001,0,11.09.00,22277,Spini - Roncafort,8111101
207,308,56791_20130329_308_401,B801120002,0,06.46.00,22346,Gardolo Neufharm-G. di Me,8110701
6,308,57958_20130329_308_603,B503270004,1,17.52.00,56,Sagron -Mis -Fiera di P.,5032601
119,308,46774_20130329_308_763,B304330003,1,13.45.00,2244,Camposilvano - Rovereto,31211
122,308,14843_20130329_308_762,B301210001,1,06.05.00,2106,Pozzacchio - Rovereto,31602
68,308,5657_20130329_308_492,B305020309,0,12.30.00,9579,Trento-Lavarone-Luserna,3030510
48,308,52354_20130329_308_486,B401920001,0,12.43.00,2846,Pergine-Levico (P.Medici),4230204
36,308,51219_20130329_308_466,B402110010,1,12.15.00,21579,Brusago -Pergine -Gardolo,4032816
101,308,52388_20130329_308_416,B6021602,0,12.50.00,20199,Trento - Mezzolombardo,6204701
34,308,15945_20130329_308_416,B200960004,0,11.15.00,11593,Trento-Sardagna (Rotat.),2020302
78,308,15921_20130329_308_502,B201640004,0,18.40.00,2996,Trento -Vezzano -Drena,2040204
78,308,15881_20130329_308_502,B201540109,0,14.10.00,797,Trento - Vezzano - Riva,2043106
119,308,61788_20130329_308_767,B307830002,1,17.20.00,2055,Piano di Parr. - Rovereto,31210
87,308,65449_20130329_308_2921,B201310402,1,13.50.00,19710,Baitoni - Storo - Tione,2150230
67,308,53530_20130329_308_2311,B301540005,0,11.40.00,19560,Trento - Garniga Vecchia,3020335
34,308,41722_20130329_308_2207,B208150001,1,13.59.00,22522,SK  Viote-Sopramonte-Tn,2022120
62,308,60499_20130329_308_2912,B102360002,0,18.00.00,617,Civezzano - Bosco,11601
217,308,57399_20130329_308_2204,B204790004,1,17.15.00,11180,M.terlago-Sopramonte,2360106
217,308,57396_20130329_308_2204,B204730003,1,10.10.00,11177,M.terlago-Sopramonte,2360103
27,308,35582_20130329_308_2111,B100130003,1,13.33.00,20017,Sicina - Casatta di V.,1140502
27,308,38170_20130329_308_2111,B10007,1,06.45.00,18528,Sicina - Casatta di V.,1140501
79,308,60417_20130329_308_824,B302400105,0,19.22.00,8627,Trento - Riva - Arco,3010209
79,308,60423_20130329_308_824,B302400105,0,18.30.00,1278,Trento - Riva - Arco,3010208
35,308,57771_20130329_308_469,B401080102,0,12.20.00,508,Trento - Montesover,4021202
36,308,8906_20130329_308_463,B403970402,1,16.40.00,4316,Montesover - Trento,4031801
87,308,65467_20130329_308_871,B201440008,0,17.05.00,14624,Tione - Storo - Baitoni,2151806
84,308,15720_20130329_308_871,B200010102,1,06.45.00,8686,Daone - Pieve di Bono,2120302
105,308,32677_20130329_308_867,B200580002,0,12.56.00,1560,Ponte Arche - Bivedo,21001
125,308,41162_20130329_308_783,B302340601,0,17.35.00,17890,Rovereto - Ala - Avio,3340226
21,308,41202_20130329_308_445,B101500002,0,17.51.00,475,Verla - Palù di Giovo,10505
21,308,44716_20130329_308_445,B101440002,0,12.51.00,475,Verla - Palù di Giovo,10505
79,308,13822_20130329_308_778,B302230009,1,09.23.00,20693,Bolognano-Riva-Rovereto,3320703
125,308,12629_20130329_308_777,B302760111,0,09.00.00,12801,Rovereto - Ala - Avio,3340214
3,308,9832_20130329_308_484,B401370004,1,07.59.00,348,Pergine - Trento,4012202
79,308,60354_20130329_308_715,B302430007,1,19.01.00,1292,Bolognano -Riva -Trento,3011617
223,308,41975_20130329_308_2472,B405110002,1,17.28.00,13139,Ischia-Pergine Valsugana.,4640213
220,308,34200_20130329_308_2472,B400960002,0,12.06.00,20074,Pergine-Madrano-Nogarè,4610901
223,308,34178_20130329_308_2472,B40509,1,11.48.00,11543,Ischia-Pergine Valsugana.,4640208
224,308,37341_20130329_308_2472,B405240001,0,10.05.00,11474,Pergine-Susà-Canale-S.Cat,4650401
120,308,59905_20130329_308_701,B301200001,0,18.50.00,2074,Rovereto -Obra -Ometto,31403
79,308,15458_20130329_308_701,B303310009,1,15.42.00,802,Bolognano -Riva -Trento,3013604
62,308,60504_20130329_308_2181,B102480002,0,19.50.00,617,Civezzano - Bosco,11601
18,308,16301_20130329_308_654,B100790009,1,06.55.00,18507,Penia Alta - Cavalese,1011801
87,308,65429_20130329_308_874,B201360005,0,09.11.00,12530,Tione - Storo - Baitoni,2150116
39,308,65480_20130329_308_581,B400580003,0,06.50.00,887,Borgo - Telve - Torcegno,40701
59,308,65526_20130329_308_578,B401990103,1,17.30.00,5301,Martincelli - Tezze - Bor,4100402
15,308,3996_20130329_308_614,B503760002,0,06.44.00,6891,Siror c.sport.- Luxottica,5430102
3,308,10536_20130329_308_562,B401620004,0,17.35.00,1624,Trento - Pergine - Levico,4010310
67,308,52778_20130329_308_493,B301630008,1,15.37.00,17815,Nomi - Aldeno - Trento,3022204
69,308,14380_20130329_308_493,B302990007,0,14.55.00,8498,Aldeno - Nomi,3110703
224,308,28899_20130329_308_2411,B405410001,1,14.15.00,11468,S.Caterina-Canale-Susà-Pe,46509
36,308,57693_20130329_308_472,B404120104,0,12.10.00,13978,Trento - Montesover,4034216
157,308,51471_20130329_308_350,B601120008,0,14.45.00,9244,Cles - Salter - Fondo,6302802
159,308,57245_20130329_308_341,B601420007,0,14.45.00,9299,Cles - Revò - Fondo,6320122
159,308,57129_20130329_308_341,B601450007,1,13.25.00,22334,Fondo - Revò - Cles,6321714
159,308,57295_20130329_308_341,B601340008,0,10.00.00,5684,Cles - Revò - Fondo,6320113
101,308,2498_20130329_308_315,B602140109,0,20.43.00,7190,Mezzolombardo - Cles,6202705
101,308,58111_20130329_308_315,B602090108,1,17.57.00,7191,Cles - Mezzolombardo,6203001
115,308,52668_20130329_308_741,B300590110,1,14.01.00,10660,Lavarone - Rovereto,3060813
157,308,26378_20130329_308_347,B6062301,1,14.45.00,10031,Cles Staz.- Cles Ospedale,63067
100,308,3471_20130329_308_271,B607650001,1,16.30.00,14734,M.Corona S.Med - S.Michel,6115010
228,308,51237_20130329_308_2376,B307900006,0,17.10.00,22412,Ala-Brustolotti-Muravalle,3360108
159,308,57143_20130329_308_342,B601330006,1,06.00.00,16826,Fondo - Revò - Cles,6321710
165,308,41086_20130329_308_375,B603530107,1,09.00.00,17629,M.di Campiglio - Malè,6420805
161,308,36879_20130329_308_326,B6053604,1,15.13.00,16875,Bresimo - Preghena nord,63415
34,308,62560_20130329_308_506,B200910002,1,12.35.00,493,Sardagna - Trento,20206
63,308,60610_20130329_308_498,B201720001,0,12.44.00,1677,Vezzano-Ranzo-Margone,2030105
65,308,55691_20130329_308_497,B201100304,0,08.00.00,20336,Trento - M.Terlago (alb.),2062222
68,308,52729_20130329_308_491,B302550005,1,12.30.00,714,Luserna -Vattaro -Trento,30318
126,308,10760_20130329_308_785,B302760210,0,09.39.00,2170,Rovereto - Ala - Avio,3350702
86,308,15717_20130329_308_836,B200320003,0,11.40.00,8691,Riva - Tiarno di Sopra,2140204
64,308,56016_20130329_308_836,B201880105,0,10.10.00,7037,Trento - Sarche - Riva,2053418
100,308,30263_20130329_308_271,B600980010,0,18.47.00,14741,Mezz.rdo-Cavedago-Molveno,6115503
224,308,36429_20130329_308_482,B402380003,0,18.05.00,10990,Pergine - Susà,46501
48,308,1071_20130329_308_482,B40187,1,17.32.00,585,Levico P. Medici -Pergine,42305
117,308,14443_20130329_308_782,B300700104,0,17.30.00,2012,Rovereto - Mori - Avio,3090201
20,308,60795_20130329_308_459,B101020001,0,07.40.00,426,Trento - Civezzano,10302
20,308,52229_20130329_308_459,B103810101,1,06.50.00,8186,S.Stefano - Trento,1035803
19,308,42447_20130329_308_451,B101560006,0,18.45.00,18251,Trento -Cembra -Capriana,1020704
19,308,42466_20130329_308_449,B101520112,0,18.12.00,8141,Trento-Cembra-Cavalese,1020217
19,308,42321_20130329_308_449,B101470010,1,17.15.00,22497,Cavalese -Cembra -Trento,1022242
225,3082,37208_20130329_3082_2487,B405010001,1,17.21.00,11211,Costasavina - Pergine,4660310
226,3082,4628_20130329_3082_2487,B405560002,0,11.25.00,20728,Circolare di Pergine,4680104
222,3082,32393_20130329_3082_2421,B40517,1,11.49.00,11537,Assizzi - Pergine Vals.,4630503
226,3082,4629_20130329_3082_2421,B405540002,0,10.25.00,20852,Circolare di Pergine,4680103
34,309,65312_20130329_309_2236,B201040009,0,18.00.00,11714,Trento -Sardagna -Vason,2020201
207,309,62575_20130329_309_399,B804720003,0,18.30.00,17632,Trento-Sardagna (Rotat.),81116
207,309,909_20130329_309_399,B804690002,1,14.59.00,17640,Sardagna - Trento,8111705
207,309,62656_20130329_309_399,B804810003,1,10.00.00,17633,Sardagna - Trento,81117
207,309,62581_20130329_309_399,B804790002,1,08.29.00,17633,Sardagna - Trento,81117
125,309,10716_20130329_309_779,B301970107,1,13.34.00,2179,Masi d’Avio - Rovereto,3351002
126,309,57368_20130329_309_779,B3019503,1,13.15.00,2277,Masi d’Avio - Rovereto,3340110
81,309,15735_20130329_309_2246,B2045101,0,13.08.00,19954,S.Lorenzo - Ponte Arche,2082103
161,309,36730_20130329_309_2666,B605460003,0,19.45.00,4146,Cles - Livo - Lanza,63401
72,309,37433_20130329_309_869,B8056301,1,09.36.00,17256,Bolognano-Arco-Riva-Nago,86305
91,309,15621_20130329_309_861,B200450104,1,13.21.00,9715,Montagne -Zuclo -Tione,2160402
229,309,15629_20130329_309_856,B205860006,1,06.32.00,18224,M.Campiglio-Vestone,2153603
86,309,15698_20130329_309_838,B206150002,1,09.31.00,20842,Tiarno di Sopra - Riva,2140706
79,309,60250_20130329_309_832,B303500205,0,13.50.00,2207,Trento -Riva -Bolognano,3013016
79,309,60306_20130329_309_832,B302330108,1,13.20.00,21251,Bolognano-Riva-Rovereto,3320713
79,309,50856_20130329_309_827,B305250005,1,21.54.00,20042,Bolognano -Arco -Riva,33210
71,309,450_20130329_309_819,B805210103,0,14.25.00,22026,Riva-S.Alessandro-Arco-Ri,86208
70,309,466_20130329_309_814,B805200101,0,13.55.00,22025,Riva-Varone-Arco-SGiorgio,86107
70,309,464_20130329_309_809,B805240302,0,15.55.00,22025,Riva-Varone-Arco-SGiorgio,86107
79,309,15521_20130329_309_809,B302290006,1,11.18.00,1286,Bolognano -Riva -Trento,3011609
70,309,471_20130329_309_805,B805100101,0,09.55.00,22025,Riva-Varone-Arco-SGiorgio,86107
65,309,55782_20130329_309_2201,B201210003,1,17.55.00,12341,Monte Terlago - Trento,2061004
65,309,55777_20130329_309_2201,B203820006,0,13.10.00,11074,Trento -M.Terlago (Alb.),2061204
14,309,40825_20130329_309_2501,B508170001,1,11.30.00,22561,Siror - Lago Calaita,5063803
18,309,16323_20130329_309_651,B100770113,1,06.20.00,235,Penia Alta - Trento,1011301
1,309,50032_20130329_309_621,B101300003,0,12.20.00,328,Trento - Egna,1040102
8,309,57604_20130329_309_612,B503700502,0,13.25.00,8015,Fiera - Lausen - Caoria,5061305
18,309,16358_20130329_309_652,B100920013,0,17.04.00,5324,Cavalese-Predazzo-Penia,1010205
87,309,65442_20130329_309_875,B201270105,1,06.42.00,19703,Baitoni - Storo - Tione,2150223
5,309,4522_20130329_309_601,B500360006,0,07.10.00,9567,S.M.di Castrozza - Feltre,5014703
12,309,34507_20130329_309_620,B500510109,1,08.15.00,8060,Feltre - Trento,5123404
20,309,53868_20130329_309_457,B101090005,1,11.15.00,433,Cavalese -Sover -Scancio,10339
20,309,53880_20130329_309_457,B100980006,0,06.40.00,11016,Scancio-Sover-Cavalese,1032904
18,309,16318_20130329_309_667,B101630003,1,11.31.00,5760,Penia Alta - Trento,1011305
20,309,53749_20130329_309_667,B101000213,0,07.54.00,8209,Trento -Albiano -Cavalese,1037807
20,309,53779_20130329_309_667,B101050007,1,07.05.00,6373,Cavalese -Sover -Trento,1037706
168,309,51564_20130329_309_361,B6040202,0,06.25.00,4054,Cogolo - Peio,64502
168,309,58224_20130329_309_361,B603140102,0,17.47.00,4065,Malè - Cogolo - Peio,6451203
168,309,57435_20130329_309_361,B603090102,1,11.53.00,9387,Peio - Fucine - Malè,6452223
161,309,58189_20130329_309_327,B605410103,1,13.35.00,4419,Lanza di Rumo - Cles,6340504
161,309,54222_20130329_309_2662,B605420104,0,18.32.00,4207,Cles - Livo - Bresimo,63407
168,309,58222_20130329_309_362,B603040101,0,10.25.00,4063,Malè - Cogolo - Peio,6451201
115,309,52448_20130329_309_745,B300480109,0,18.00.00,18332,Rovereto - Lavarone,3062705
2,309,41817_20130329_309_35,B108240001,1,09.20.00,22507,Imer-Colverde,1224010
79,309,15527_20130329_309_811,B302250107,1,09.18.00,1710,Bolognano -Riva -Trento,3011604
64,309,56008_20130329_309_810,B202000107,0,16.10.00,7540,Trento - Sarche - Riva,2053421
64,309,15842_20130329_309_807,B201690203,1,12.27.00,1230,Riva - Sarche - Trento,2050902
154,309,2215_20130329_309_2651,B607010001,1,17.52.00,17600,Tres diretta Taio,6251905
18,309,16357_20130329_309_664,B101680107,0,06.45.00,6294,Cavalese-Predazzo-Penia,1010206
79,309,15528_20130329_309_423,B302250107,1,08.55.00,4815,Bolognano -Riva -Trento,3011603
79,309,60469_20130329_309_423,B302200105,0,07.44.00,1811,Trento -Riva -Bolognano,3010133
5,3093,4622_20130329_3093_600,B500420006,0,12.10.00,55,S.M.di Castrozza - Feltre,5010101
114,30T,60076_20130329_30T_754,B300770007,1,14.40.00,1951,Saccone - Rovereto,3051505
124,30T,51244_20130329_30T_754,B303050302,0,07.45.00,22411,Cornè-Cave-Saccone,3192705
230,30V,37929_20130329_30V_2332,B30608,0,08.40.00,18402,Raossi - Obra - Ometto,3140801
87,30X,65455_20130329_30X_857,B206030002,1,09.00.00,22269,Baitoni - Storo - Tione,2150237
3,30X,61510_20130329_30X_563,B401610203,1,14.38.00,7535,Borgo Valli - Levico Aut.,4013305
39,30X,65487_20130329_30X_563,B400680003,0,12.45.00,888,Borgo -Telve -Torcegno,40702
38,30X,55313_20130329_30X_567,B400270206,1,07.05.00,9667,Samone-Borgo Valsugana,4060510
40,30X,5390_20130329_30X_579,B400490005,1,17.28.00,896,Olle - Borgo Valsugana,40802
40,30X,5397_20130329_30X_579,B400460004,0,17.22.00,895,Borgo Valsugana - Olle,40801
59,30X,65509_20130329_30X_579,B402040003,0,11.00.00,937,Borgo -Tezze -Martincelli,41001
87,30X,35960_20130329_30X_852,B203900001,0,08.00.00,1530,Tione - Tione Ospedale,21701
201,3E8,1554_20130329_3E8_2656,B607420004,0,13.11.00,19147,Revò-Cles-Mostizzolo-Terz,6370402
171,3E8,1103_20130329_3E8_377,B706040208,0,22.20.00,15643,Servizio bus per Ferrovia,7014305
163,3E8,43190_20130329_3E8_377,B603350003,1,18.20.00,4028,Piazzola - Malè,6400803
19,3E8,30701_20130329_3E8_453,B101540006,0,17.45.00,18006,Trento - Verla - Grauno,1020402
134,URvf5,16720_20130329_URvf5_8541,R041v9LV,1,19.42.00,20958,linea 4  trasferimenti a,16850401
134,URvf5,16608_20130329_URvf5_8541,R04152LV,1,09.58.00,21406,4 - Nogaredo / Noarna,135452
136,URvf5,59640_20130329_URvf5_8554,R06402,0,07.15.00,20994,6 - Villa Lagarina / Mori,135605
136,URvf5,16592_20130329_URvf5_8552,R06257,1,19.09.00,21006,6 - Volano / Nomi,13560297
136,URvf5,59665_20130329_URvf5_8552,R06207,0,18.13.00,21005,6 - Pomarolo / Villa / Mo,135651
136,URvf5,59660_20130329_URvf5_8552,R06202,0,08.13.00,21005,6 - Pomarolo / Villa / Mo,135651
133,URvf5,56734_20130329_URvf5_8531,R03107LV 1,0,17.28.00,22348,3 - Isera / Lenzima,13530398
133,URvf5,56747_20130329_URvf5_8531,R03104LV 1,0,11.28.00,22347,3 - Rosmini / Lenzima,13530198
254,URvf5,60971_20130329_URvf5_8513,R013v9,0,20.37.00,21090,linea 1  trasferimenti a,16850113
254,URvf5,61190_20130329_URvf5_8513,R01359,1,20.15.00,21067,1 - Rosmini / Bettini,135110
254,URvf5,61183_20130329_URvf5_8513,R01305,0,13.40.00,21066,1 - Z.I./Mori fs/Marco,135109
254,URvf5,61225_20130329_URvf5_8513,R01352,1,09.15.00,21455,1 - Villa Lagarina / Poma,135160
254,URvf5,61182_20130329_URvf5_8513,R01302,0,08.40.00,21066,1 - Z.I./Mori fs/Marco,135109
132,URvf5,16670_20130329_URvf5_8521,R02158,1,14.47.00,22145,2 - Noriglio / Costa,13520297
132,URvf5,16649_20130329_URvf5_8521,R02108,0,14.22.00,20889,2 - Colli/s.Giorgio/no un,135209
132,URvf5,16650_20130329_URvf5_8521,R02107,0,13.22.00,20889,2 - Colli/s.Giorgio/no un,135209
132,URvf5,16661_20130329_URvf5_8521,R02102,0,08.12.00,20883,2 - via Unione / via Zigh,135203
132,URvf5,16676_20130329_URvf5_8521,R02151,1,07.47.00,22145,2 - Noriglio / Costa,13520297
133,URvf5,56744_20130329_URvf5_8532,R03206LV 2,0,16.35.00,22347,3 - Rosmini / Lenzima,13530198
133,URvf5,16615_20130329_URvf5_8532,R03203LV,0,10.35.00,21394,3 - Isera / Lenzima,135353
133,URvf5,16622_20130329_URvf5_8532,R03251LV,1,07.12.00,20934,3 - Casette / Ped. / Cast,135312
133,URvf5,61016_20130329_URvf5_8532,R032v2,1,07.09.00,20945,linea 3 trasferimenti a v,16850304
136,URvf5,61031_20130329_URvf5_8551,R061v9LV,1,14.06.00,21008,linea 6  trasferimenti a,16850601
134,URvf5,61342_20130329_URvf5_8542,R04256,1,14.58.00,21406,4 - Nogaredo / Noarna,135452
134,URvf5,61341_20130329_URvf5_8542,R04255,1,12.58.00,21406,4 - Nogaredo / Noarna,135452
134,URvf5,61328_20130329_URvf5_8542,R04205,0,11.56.00,21405,4 - Nogaredo / Villa Laga,135451
254,URvf5,61258_20130329_URvf5_8514,R01408,0,19.03.00,21460,1 - Villa / Marco,135171
254,URvf5,61203_20130329_URvf5_8514,R01456,1,16.55.00,21465,1 - Rosmini / Bettini lic,13511097
254,URvf5,61254_20130329_URvf5_8514,R01402,0,09.03.00,21460,1 - Villa / Marco,135171
254,URvf6,61217_20130329_URvf6_8553,R01z51,1,21.15.00,21449,1 - c.Rosmini / via Paoli,135152
136,URvf6,59618_20130329_URvf6_8553,R06305,0,14.42.00,20990,6 - Calliano / Mori,135601
138,URvf6,16471_20130329_URvf6_8501,R_A103,0,09.17.00,22172,A - Solatrix / Guella,13505397
138,URvf6,16460_20130329_URvf6_8501,R_A101,0,06.51.00,22173,A - S. Giorgio / Guella,13505597
138,URvf6,61134_20130329_URvf6_8502,R_A255,1,12.10.00,21037,A - Solatrix / Brione,135004
138,URvf6,16487_20130329_URvf6_8502,R_A204,0,10.05.00,22171,A - Via Pedroni / Guella,13505197
138,URvf6,61139_20130329_URvf6_8502,R_A251,1,07.01.00,21040,A - Rosmini / Brione,135008
133,URvn5,148_20130329_URvn5_8751,RP3-06,0,19.17.00,22209,3 - Pedersano / Villa Mar,175305
133,URvn5,157_20130329_URvn5_8751,RP3-04LV,0,16.58.00,22207,3 - Castellano / Pedersan,175303
133,URvn5,224_20130329_URvn5_8751,RP3-03,0,13.02.00,22205,3 - Pedersano / Villa L.,175301
135,URvn5,61352_20130329_URvn5_8555,R05553,0,16.39.00,20971,5 - Villa / Nomi Springa,135502
137,URvn5,100_20130329_URvn5_8757,RP7-06,0,13.30.00,22218,7 - Genovesa / Toldi,175713
137,URvn5,117_20130329_URvn5_8757,RP7-54,1,11.31.00,22214,7 - Genovesa/Rosmini/Camp,175708
254,URvn5,61174_20130329_URvn5_8512,R01101,0,06.45.00,21464,1 - Cesari / Marco,13510198
254,URvn5,61233_20130329_URvn5_8516,R01553,1,16.10.00,21455,1 - Villa Lagarina / Poma,135160
254,URvn5,60964_20130329_URvn5_8511,R011v9,0,13.57.00,21083,linea 1  trasferimenti a,16850106
254,URvn5,61188_20130329_URvn5_8511,R01156,1,13.35.00,21067,1 - Rosmini / Bettini,135110
254,URvn5,61195_20130329_URvn5_8511,R01155,1,12.15.00,21465,1 - Rosmini / Bettini lic,13511097
254,URvn5,61236_20130329_URvn5_8511,R01154,1,10.55.00,21457,1 - Marco / Z.Ind. / Bett,135162
254,URvn5,61194_20130329_URvn5_8511,R01153,1,09.35.00,21465,1 - Rosmini / Bettini lic,13511097
199,UTnf5,23641_20130329_UTnf5_8024,T02456LV,1,12.50.00,5204,vela/A22/p.dante/vela,150226
199,UTnf5,24181_20130329_UTnf5_8024,T02405,1,11.25.00,5199,vela/stazione/p.dante/vel,150201
199,UTnf5,24190_20130329_UTnf5_8024,T02404,1,10.13.00,5199,vela/stazione/p.dante/vel,150201
199,UTnf5,24194_20130329_UTnf5_8024,T02402,1,07.39.00,5199,vela/stazione/p.dante/vel,150201
199,UTnf5,23645_20130329_UTnf5_8023,T02310,1,16.57.00,5203,vela/A22/p.dante/vela,150221
199,UTnf5,24231_20130329_UTnf5_8023,T02308,1,14.43.00,5199,vela/stazione/p.dante/vel,150201
199,UTnf5,24250_20130329_UTnf5_8023,T02306,1,12.15.00,5199,vela/stazione/p.dante/vel,150201
199,UTnf5,24317_20130329_UTnf5_8023,T02303,1,08.43.00,5199,vela/stazione/p.dante/vel,150201
199,UTnf5,24329_20130329_UTnf5_8023,T02301,1,06.27.00,5199,vela/stazione/p.dante/vel,150201
199,UTnf5,24150_20130329_UTnf5_8024,T02412,1,19.49.00,5199,vela/stazione/p.dante/vel,150201
199,UTnf5,23651_20130329_UTnf5_8024,T02460,1,17.38.00,5200,vela/stazione/p.dante/vel,150206
199,UTnf5,23652_20130329_UTnf5_8024,T02459,1,16.34.00,5200,vela/stazione/p.dante/vel,150206
181,UTnf5,35020_20130329_UTnf5_8230,T03e51,1,07.22.00,7715,villazzano 3/via zambra t,15034297
240,UTnf5,49514_20130329_UTnf5_8225,T15av1,0,06.23.00,18704,linea 15 trasferimenti a,16901504
185,UTnf5,58960_20130329_UTnf5_8076,T07610,0,20.05.00,3854,canova/melta/gocciadoro,150701
185,UTnf5,23169_20130329_UTnf5_8074,T07406,0,15.05.00,3854,canova/melta/gocciadoro,150701
185,UTnf5,23227_20130329_UTnf5_8074,T07452,1,09.55.00,5126,gocciadoro/melta/canova,150702
185,UTnf5,58929_20130329_UTnf5_8072,T07206,0,13.05.00,3854,canova/melta/gocciadoro,150701
185,UTnf5,23206_20130329_UTnf5_8071,T07158,1,18.10.00,5126,gocciadoro/melta/canova,150702
185,UTnf5,23205_20130329_UTnf5_8071,T07157,1,16.40.00,5126,gocciadoro/melta/canova,150702
185,UTnf5,23141_20130329_UTnf5_8071,T07105,0,12.50.00,3854,canova/melta/gocciadoro,150701
188,UTnf5,58474_20130329_UTnf5_8304,T_A409,1,15.40.00,20863,clarina/centro città/piaz,15300198
188,UTnf5,58469_20130329_UTnf5_8304,T_A404,1,10.40.00,20863,clarina/centro città/piaz,15300198
184,UTnf5,22842_20130329_UTnf5_8065,T065v9LV,0,21.31.00,5116,linea 06 trasferimenti a,16900636
184,UTnf5,19466_20130329_UTnf5_8065,T06559,1,17.33.00,5086,X - Sopramonte/Villazz./G,150602
184,UTnf5,36588_20130329_UTnf5_8064,T06461,1,23.58.00,3815,X - Sopramonte / Regione,150672
184,UTnf5,19458_20130329_UTnf5_8064,T06454,1,12.13.00,5086,X - Sopramonte/Villazz./G,150602
184,UTnf5,17848_20130329_UTnf5_8064,T06404,0,11.24.00,22113,X - Grotta/Cadine/Sopramo,15061198
184,UTnf5,17853_20130329_UTnf5_8062,T06208,0,17.24.00,22113,X - Grotta/Cadine/Sopramo,15061198
180,UTnf5,7888_20130329_UTnf5_8171,T17163,1,18.41.00,3687,lavis/via bolzano/piazza,151702
180,UTnf5,7885_20130329_UTnf5_8171,T17160,1,15.41.00,3687,lavis/via bolzano/piazza,151702
180,UTnf5,7882_20130329_UTnf5_8171,T17157,1,12.41.00,3687,lavis/via bolzano/piazza,151702
180,UTnf5,19717_20130329_UTnf5_8171,T17107,0,12.15.00,4992,piazza dante/bolzano/lavi,151701
180,UTnf5,19714_20130329_UTnf5_8171,T17104,0,09.15.00,4992,piazza dante/bolzano/lavi,151701
183,UTnf5,18156_20130329_UTnf5_8162,T05102,0,06.26.00,22090,X - piazza dante/povo/olt,15050198
188,UTnf5,58463_20130329_UTnf5_8302,T_A211,1,16.10.00,20863,clarina/centro città/piaz,15300198
188,UTnf5,58461_20130329_UTnf5_8302,T_A209,1,14.10.00,20863,clarina/centro città/piaz,15300198
184,UTnf5,17807_20130329_UTnf5_8062,T06253,1,09.48.00,22119,X - Cadine/S.Rocco/Gabbio,15062097
177,UTnf5,17114_20130329_UTnf5_8123,T12308LV,0,14.25.00,3639,piazza dante/romagnano,151201
177,UTnf5,16969_20130329_UTnf5_8123,T12352,1,08.39.00,3640,romagnano/ravina/p.dante,151202
183,UTnf5,38745_20130329_UTnf5_8052,T05264,1,20.17.00,3789,X - oltrecastello/povo/p.,150502
183,UTnf5,7020_20130329_UTnf5_8052,T05256,1,12.17.00,3789,X - oltrecastello/povo/p.,150502
177,UTnf5,7712_20130329_UTnf5_8122,T12263,1,19.29.00,3640,romagnano/ravina/p.dante,151202
177,UTnf5,7711_20130329_UTnf5_8122,T12262,1,18.29.00,3640,romagnano/ravina/p.dante,151202
177,UTnf5,21611_20130329_UTnf5_8122,T122v1,0,06.48.00,4979,linea 12 trasferimenti a,16901212
183,UTnf5,18435_20130329_UTnf5_8051,T05166,1,21.07.00,3789,X - oltrecastello/povo/p.,150502
183,UTnf5,7011_20130329_UTnf5_8051,T05165,1,19.57.00,3789,X - oltrecastello/povo/p.,150502
